id,word,type,grammar,parent,mean,note,factors,factormean,status,confidence,strlen,source,language
9471,nijjhatta,.adj.,,[BSk. nidhyapta. nijjhāpeti 的 pp.]," 已審慮的$有理解的$",a.,,,1,80,9,shuihan,zh-hant
9472,nijjhatti,,,,②,【cf】,"nijjhāyati① ",,1,80,9,shuihan,zh-hant
9473,nijjhatti,.n:base.,.f.,[BSk. nidhyapti.【cf】," nijjhatta]$審慮$理解$和睦$静觀$",f.,,,1,80,9,shuihan,zh-hant
9474,nijjhattibala,.n:base.,,nijjhatti+bala," 審慮力$",_comp_,,,1,80,13,shuihan,zh-hant
9475,nijjhāyati,,,,,[Sk. nidhyāyati＜dhyai]," 静觀% 審慮.",,1,80,10,shuihan,zh-hant
9476,nijjiṇṇa,.adj.,,[Sk. nirjīrṇa.【cf】," nijjarā]$已滅盡的$",a.,,,1,80,8,shuihan,zh-hant
9477,nijjīvata,.adj.,,[Sk. nirjīvita]," 無生命的$無靈魂的$",a.,,,1,80,9,shuihan,zh-hant
9478,nīka,.n:base.,.m.,,,m.," ",,1,80,4,shuihan,zh-hant
9479,nikaccā,,,nikati," nikata]$詐欺$偽瞞$",【instr】,,,1,80,7,shuihan,zh-hant
9480,nikāma,.n:base.,.m.,," 欲望$滿足$",m.,[〃cf. nikanti],,1,80,6,shuihan,zh-hant
9481,nikāmalābhin,.n:base.,,nikāma+lābhin," 已得到欲望的$",_comp_,,,1,80,12,shuihan,zh-hant
9482,nikāmanā,.n:base.,.f.," ",,f.,,,1,80,8,shuihan,zh-hant
9483,nikāmayaṃ,,,nikāmayati," nikāma$nikanti]$欲求$希求$",【ppr】,,,1,80,9,shuihan,zh-hant
9484,nikāmayamāna,,,nikāmayati," nikāma$nikanti]$欲求$希求$",【ppr】,,,1,80,12,shuihan,zh-hant
9485,nikāmayati,,,," nikāma$nikanti]$欲求$希求$"," ",[Sk. nikāmayati.【cf】,,1,80,10,shuihan,zh-hant
9486,nikaṇṇika,.adj.,,[ni-kaṇṇa-ika]," 耳下的(under ears)$秘密的(secret)$秘密地(secretly)$暗自$偷偷地$",a.adv.,,,1,80,9,shuihan,zh-hant
9487,nikanta,.adj.,,[nikantati 的 pp. Sk. nikṛtta% nikṛntita]," 已被砍下砍倒的$已被切削的$",a.,,,1,80,7,shuihan,zh-hant
9488,nikanti,.n:base.,.f.,[Sk. nikānti.【cf】," nikāma]$欲求$欣求$",f.,,,1,80,7,shuihan,zh-hant
9489,nikaroti,,,," 作偽$欺騙$說謊$顛倒黑白$歪曲$假冒$"," ",,,1,80,8,shuihan,zh-hant
9490,nikāsa,.n:base.,.m.,,,m.," ",,1,80,6,shuihan,zh-hant
9491,nikasāva,.adj.,,[nis-kasāva% Sk. niṣkaṣāya]," 無濁穢的$無垢的(free from impurity)$",a.,,,1,80,8,shuihan,zh-hant
9492,nikāsin,.adj.,,[nikāsa-in]," 類似的$",a.,,,1,80,7,shuihan,zh-hant
9493,nikata,,,nikaroti," 作偽$欺騙$說謊$顛倒黑白$歪曲$假冒$",.pp.,,,1,80,6,shuihan,zh-hant
9494,nikata,.adj.,,[Sk. nikṛta]," 已被詐欺的$被欺騙的(deceived$cheated)$",a.,,,1,80,6,shuihan,zh-hant
9495,nikati,.n:base.,.f.,[Sk. nikṛti.【cf】," nikata]$詐欺$偽瞞$",f.,,,1,80,6,shuihan,zh-hant
9496,nikatipaññā,.n:base.,,nikati+paññā," 奸智(奸詐智慧)$",_comp_,,,1,80,11,shuihan,zh-hant
9497,nikatiyā,,,nikati," nikata]$詐欺$偽瞞$",【instr】,,,1,80,8,shuihan,zh-hant
9498,nikaṭṭha,.adj.,,[ni-kasati 的 pp.【cf】," Sk$nikṛṣṭa]$已抑下的(brought down)$下的(low)$卑微的(debased)$",a.,,,1,80,8,shuihan,zh-hant
9499,nikaṭṭhe,,,nikaṭṭha," 附近",【loc】,,,1,80,8,shuihan,zh-hant
9500,nikatyā,,,nikati," nikata]$詐欺$偽瞞$",【instr】,,,1,80,7,shuihan,zh-hant
9501,nikāya,.n:base.,.m.,," 尼柯耶$部$部派$部類$",m.,,,1,80,6,shuihan,zh-hant
9502,niketa,.n:base.,.m.,," 家$居家$住處$",m.,,,1,80,6,shuihan,zh-hant
9503,niketasārin,.n:base.,,niketa+sārin," 居家者$在家者$",_comp_,,,1,80,11,shuihan,zh-hant
9504,niketin,.adj.,,[niketa-in]," 居家的$在家的$niketinī f$",a.,,,1,80,7,shuihan,zh-hant
9505,nikhādana,,,,,n.," ",,1,80,9,shuihan,zh-hant
9506,nikhanati,,,," 挖$挖入(dig into)$埋葬(bury)$覆蓋(cover up)$用力挖$挖土立柱(挖土成堆$dig to erect)$(把植物等)挖移$"," ",[Sk. nikhanati＜khan],,1,80,9,shuihan,zh-hant
9507,nikhāta,,,nikhanati," 挖$挖入(dig into)$埋葬(bury)$覆蓋(cover up)$用力挖$挖土立柱(挖土成堆$dig to erect)$(把植物等)挖移$",.pp.,,,1,80,7,shuihan,zh-hant
9508,nikhāta,.adj.,,[nikhanati 的 pp.]," 已挖的$已埋葬的$已用力挖土成堆的$",a.,,,1,80,7,shuihan,zh-hant
9509,nikīḷita,.adj.,,[＜ni-krīḍ]," 遊樂的(playful$finding enjoyment)$使遊樂的$",a.,,,1,80,8,shuihan,zh-hant
9510,nikīḷitāvin,.adj.,,[＜ni-krīḍ]," 遊樂的(playful$finding enjoyment)$使遊樂的$",a.,,,1,80,11,shuihan,zh-hant
9511,nikkaḍḍhāpeti,,,," 驅逐出$投出丟出(throw out)$投棄$",【caus】,nikkaḍḍhati,,1,80,13,shuihan,zh-hant
9512,nikkaḍḍhati,,,," 驅逐出$投出丟出(throw out)$投棄$"," ",[Sk. niṣkarṣati],,1,80,11,shuihan,zh-hant
9513,nikkaḍḍhita,,,nikkaḍḍhati," 驅逐出$投出丟出(throw out)$投棄$",.pp.,,,1,80,11,shuihan,zh-hant
9514,nikkaḍḍhita,.adj.,,[nikkaḍḍhati 的 pp.]," 已被驅逐出的$投棄的$",a.,,,1,80,11,shuihan,zh-hant
9515,nikkama,.n:base.,.m.,," nikāma$nikkhama]$精勤$努力$",m.,[Sk. niṣkrama.【cf】,,1,80,7,shuihan,zh-hant
9516,nikkāma,.adj.,,[nis-kāma]," 無欲的$",a.,,,1,80,7,shuihan,zh-hant
9517,nikkamadhātu,.n:base.,,nikkama+dhātu," 精勤界$出界$",_comp_,,,1,80,12,shuihan,zh-hant
9518,nikkamati,,,," 精勤$努力$(比喻為)除欲(get rid of kāma (craving)$leave behind lust)$"," ",[cf. nikkama% nikkhamati],,1,80,9,shuihan,zh-hant
9519,nikkamati,,,," 出$出離$出家$",【cf】,nikkhamati,,1,80,9,shuihan,zh-hant
9520,nikkāmin,.adj.,,[nikkāma-in]," 無欲的$",a.,,,1,80,8,shuihan,zh-hant
9521,nikkaṅkhā,.n:base.,.f.,[Sk. niḥśaṅkā% niṣkāṅkṣā. nis-kaṅkhā]," 無恐懼的$有自信的$無疑惑的$",f.,,,1,80,9,shuihan,zh-hant
9522,nikkāraṇa,.n:base.,.m.,," 無因$無目的$無所得$",m.,[nis-kāraṇa],,1,80,9,shuihan,zh-hant
9523,nikkaruṇa,.adj.,,[nis-karuṇa]," 無悲心的$無悲愍的$",a.,,,1,80,9,shuihan,zh-hant
9524,nikkaya,,,," 買回$賠償$",【cf】,nikkiṇāti,,1,80,7,shuihan,zh-hant
9525,nikkaya,.n:base.,.m.,," nikkiṇāti]$賠償(buying off$redemption)$",m.,[nis-kaya.【cf】,,1,80,7,shuihan,zh-hant
9526,nikkha,.n:base.,.m.,," 首飾$金環$金貨$",m. n.,[Sk. niṣka. = nekkha],,1,80,6,shuihan,zh-hant
9527,nikkhama,,,nikkhamati," 出$出離$出家$",【imper】,,,1,80,8,shuihan,zh-hant
9528,nikkhamant,,,nikkhamati," 出口$出$出離$出家$",【ppr】,,,1,80,10,shuihan,zh-hant
9529,nikkhamanta,,,nikkhamati," 出$出離$出家$",【ppr】,,,1,80,11,shuihan,zh-hant
9530,nikkhamati,,,," 出$出離$出家$"," ",[Sk. niṣkramati＜kram],,1,80,10,shuihan,zh-hant
9531,nikkhameti,,,," 出$出離$出家$",【caus】,nikkhamati,,1,80,10,shuihan,zh-hant
9532,nikkhāmeti,,,," 使出家$出離$使離欲$"," ",[nikkhamati 的 caus.],,1,80,10,shuihan,zh-hant
9533,nikkhami,,,," 出$出離$出家$",【aor】,nikkhamati,,1,80,8,shuihan,zh-hant
9534,nikkhamissati,,,," 出$出離$出家$",【fut】,nikkhamati,,1,80,13,shuihan,zh-hant
9535,nikkhāmita,,,nikkhāmeti," 使出家$出離$使離欲$",.pp.,,,1,80,10,shuihan,zh-hant
9536,nikkhamitabba,,,nikkhamati," 出$出離$出家$",【grd】,,,1,80,13,shuihan,zh-hant
9537,nikkhamitūna,,,nikkhamati," 出$出離$出家$",【ger】,,,1,80,12,shuihan,zh-hant
9538,nikkhamitvā,,,nikkhamati," 出$出離$出家$",【ger】,,,1,80,11,shuihan,zh-hant
9539,nikkhamma,,,nikkhamati," 出$出離$出家$",【ger】,,,1,80,9,shuihan,zh-hant
9540,nikkhanta,,,nikkhamati," 出$出離$出家$",.pp.,,,1,80,9,shuihan,zh-hant
9541,nikkhanta,.adj.,,[nikkhamati 的 pp.]," 已出離的$已出家的$",a.,,,1,80,9,shuihan,zh-hant
9542,nikkhepa,.n:base.,.m.,," nikkhipati]$布置$捨置$捨棄$投棄$除去$",m.,[Sk. nikṣepa.【cf】,,1,80,8,shuihan,zh-hant
9543,nikkhipāpeti,,,," 置(放下)$布置$委託委任交辦(give in charge)$産(卵)$投棄(放棄)$放置$除去排除(eliminate$get rid of)$",【caus】,nikkhipati,,1,80,12,shuihan,zh-hant
9544,nikkhipati,,,," 置(放下)$布置$委託委任交辦(give in charge)$産(卵)$投棄(放棄)$放置$除去排除(eliminate$get rid of)$"," ",[Sk. nikṣipati. ni-khipati],,1,80,10,shuihan,zh-hant
9545,nikkhipi,,,," 置(放下)$布置$委託委任交辦(give in charge)$産(卵)$投棄(放棄)$放置$除去排除(eliminate$get rid of)$",【aor】,nikkhipati,,1,80,8,shuihan,zh-hant
9546,nikkhipissati,,,," 置(放下)$布置$委託委任交辦(give in charge)$産(卵)$投棄(放棄)$放置$除去排除(eliminate$get rid of)$",【fut】,nikkhipati,,1,80,13,shuihan,zh-hant
9547,nikkhipitvā,,,nikkhipati," 置(放下)$布置$委託委任交辦(give in charge)$産(卵)$投棄(放棄)$放置$除去排除(eliminate$get rid of)$",【ger】,,,1,80,11,shuihan,zh-hant
9548,nikkhitta,,,nikkhipati," 置(放下)$布置$委託委任交辦(give in charge)$産(卵)$投棄(放棄)$放置$除去排除(eliminate$get rid of)$",.pp.,,,1,80,9,shuihan,zh-hant
9549,nikkhitta,.adj.,,[Sk. nikṣipta. nikkhipati 的 pp.]," 已布置的$已置(放下)的$已放置的$",a.,,,1,80,9,shuihan,zh-hant
9550,nikkilesa,.n:base.,.m.,," 無煩惱$無染$",m.,[nis-kilesa],,1,80,9,shuihan,zh-hant
9551,nikkiṇāti,,,," 買回$賠償$"," ",[Sk. niṣkriṇāti],,1,80,9,shuihan,zh-hant
9552,nikkuha,.adj.,,[ni-kuha]," 無詭詐的$無欺瞞的$",a.,,,1,80,7,shuihan,zh-hant
9553,nikkujja,.adj.,,[ni-kubja% nikujja]," 已倒下(倒塌倒毀倒閉病倒等)的$已顛倒的$",a.,,,1,80,8,shuihan,zh-hant
9554,nikkujjati,,,," 倒下(倒塌倒毀倒閉病倒等)$顛倒$"," ",[ni-kujjati],,1,80,10,shuihan,zh-hant
9555,nikkujjita,.adj.,,[nikkujjati 的 pp.]," 已倒下(倒塌倒毀倒閉病倒等)的$已顛倒的$",a.,,,1,80,10,shuihan,zh-hant
9556,nikubbetha,,,nikaroti," 作偽$欺騙$說謊$顛倒黑白$歪曲$假冒$",.opt.,,,1,80,10,shuihan,zh-hant
9557,nikūjaṃ,,,nikūjati," (鳥)吱吱喳喳鳴叫$鳥鳴$",【nom】,,,1,80,7,shuihan,zh-hant
9558,nikūjati,,,," (鳥)吱吱喳喳鳴叫$鳥鳴$"," ",[〃ni-kūj],,1,80,8,shuihan,zh-hant
9559,nikūji,,,," (鳥)吱吱喳喳鳴叫$鳥鳴$",【aor】,nikūjati,,1,80,6,shuihan,zh-hant
9560,nikūjita,,,nikūjati," (鳥)吱吱喳喳鳴叫$鳥鳴$",.pp.,,,1,80,8,shuihan,zh-hant
9561,nīla,.adj.,,," 青(綠$green)$藍(blue)$青色的$",a.,,,1,80,4,shuihan,zh-hant
9562,nīlaabbhavaṇṇa,.n:base.,,nīla+abbhavaṇṇa," 青的雲的色的$",_comp_,,,1,80,14,shuihan,zh-hant
9563,nīlaābhijāti,.n:base.,,nīla+ābhijāti," 青的(家庭出身)階級(a unfortunate birth)$",_comp_,,,1,80,12,shuihan,zh-hant
9564,nīlabījaka,.n:base.,,nīla+bījaka," 青種子 ",_comp_,,,1,80,10,shuihan,zh-hant
9565,nīlagīva,.n:base.,,nīla+gīva," 青頸(green or blue neck)$孔雀(peacock)$",_comp_,,,1,80,8,shuihan,zh-hant
9566,nīlakasiṇa,.n:base.,,nīla+kasiṇa," 青遍(青綠遍處)$",_comp_,,,1,80,10,shuihan,zh-hant
9567,nīlamakkhika,.n:base.,,nīla+makkhika," 青蠅$",_comp_,,,1,80,12,shuihan,zh-hant
9568,nīlamaṇḍūka,.n:base.,,nīla+maṇḍūka," 青蛙$",_comp_,,,1,80,11,shuihan,zh-hant
9569,nīlamaṇi,.n:base.,,nīla+maṇi," サファイヤ(sapphire)$綠柱玉$",_comp_,,,1,80,8,shuihan,zh-hant
9570,nīlavattha,.n:base.,,nīla+vattha," 青衣$",_comp_,,,1,80,10,shuihan,zh-hant
9571,nilaya,.n:base.,.m.,," 住居$巢$",m.,[＜ni-lī],,1,80,6,shuihan,zh-hant
9572,nilenaka,,,," 棲處$隱遁處$"," ",[＜ni-lī],,1,80,8,shuihan,zh-hant
9573,nīlī,.n:base.,.f.,," インディゴ(indigo$紫藍色)$藍$(蓼科)蓼藍(印度原產$古時經中國至日本)$[植物$色彩]$(the indigo plant$indigo color)$",f.,,,1,80,4,shuihan,zh-hant
9574,nīlika,.adj.,," ",,a.,,,1,80,6,shuihan,zh-hant
9575,nilīna,,,nilīyati," 一動不動地安止$隱遁$棲止$",.pp.,,,1,80,6,shuihan,zh-hant
9576,nilīna,.adj.,,[nilīyati 的 pp.]," 已坐的(sitting on)$已棲止的(perched)$已安止的$已隱遁的$",a.,,,1,80,6,shuihan,zh-hant
9577,nīliya,.n:base.,.m.,," 染髪$",m.,[＜nīlī],,1,80,6,shuihan,zh-hant
9578,nilīyana,,,," 棲止$隱棲$",n.,[＜nilīyati],,1,80,8,shuihan,zh-hant
9579,nilīyāpeti,,,," 一動不動地安止$隱遁$棲止$",【caus】,nilīyati,,1,80,10,shuihan,zh-hant
9580,nilīyati,,,," 一動不動地安止$隱遁$棲止$"," ",[ni-līyati＜lī],,1,80,8,shuihan,zh-hant
9581,nilīyi,,,," 一動不動地安止$隱遁$棲止$",【aor】,nilīyati,,1,80,6,shuihan,zh-hant
9582,nillaccheti,,,," lakkhaṇa]$去勢$"," ",[nir-laccheti＜lañch.【cf】,,1,80,11,shuihan,zh-hant
9583,nillacchita,,,nillaccheti," lakkhaṇa]$去勢$",.pp.,,,1,80,11,shuihan,zh-hant
9584,nillāḷeti,,,," 使(舌)上下動$"," ",[nir-lul],,1,80,9,shuihan,zh-hant
9585,nillāḷita,,,nillāḷeti," 使(舌)上下動$",.pp.,,,1,80,9,shuihan,zh-hant
9586,nillañchaka,,,," lakkhaṇa]$去勢$",【cf】,nillaccheti,,1,80,11,shuihan,zh-hant
9587,nillañchaka,.n:base.,.m.,,,m.," ",,1,80,11,shuihan,zh-hant
9588,nillapa,.adj.,,[nir-lapa]," 無虛談的$",a.,,,1,80,7,shuihan,zh-hant
9589,nillobha,.adj.,,[nir-lobha]," 無貪的$不貪的(free from greed)$",a.,,,1,80,8,shuihan,zh-hant
9590,nillokana,,,,,n.," ",,1,80,9,shuihan,zh-hant
9591,nilloketi,,,," 注目注視注意$監護照料(小孩等)$觀察$"," ",[nir-loketi],,1,80,9,shuihan,zh-hant
9592,nilloluppa,.adj.,,[nir-loluppa]," 無動貪的$不動貪念的$",a.,,,1,80,10,shuihan,zh-hant
9593,nillopa,.n:base.,.m.,," 掠奪$掠奪物$",m.,[nir-lopa＜lup],,1,80,7,shuihan,zh-hant
9594,nimantaka,,,," 招待$招請$",【cf】,nimanteti,,1,80,9,shuihan,zh-hant
9595,nimantaka,,,," 招待者",【cf】,nimantita,,1,80,9,shuihan,zh-hant
9596,nimantana,,,," 招待$招請$",【cf】,nimanteti,,1,80,9,shuihan,zh-hant
9597,nimantana,,,," 招待$",n.,[cf. nimanteti],,1,80,9,shuihan,zh-hant
9598,nimantanabhatta,.n:base.,,nimantana+bhatta," 招待食$請食$",_comp_,,,1,80,15,shuihan,zh-hant
9599,nimantayi,,,," 招待$招請$",【aor】,nimanteti,,1,80,9,shuihan,zh-hant
9600,nimantayiṃsu,,,," 招待$招請$",【aor】,nimanteti,,1,80,12,shuihan,zh-hant
9601,nimanteti,,,," 招待$招請$"," ",[Sk. nimantrayati],,1,80,9,shuihan,zh-hant
9602,nimantita,,,nimanteti," 招待$招請$",.pp.,,,1,80,9,shuihan,zh-hant
9603,nimantita,.adj.,,[nimanteti 的 pp.]," 已被招請的$已被招待的$",a.,,,1,80,9,shuihan,zh-hant
9604,nimba,.n:base.,.m.,," 荏婆$有苦味的樹$",m.,,,1,80,5,shuihan,zh-hant
9605,nimesa,.n:base.,.m.,,,m.," ",,1,80,6,shuihan,zh-hant
9606,nimīlati,,,," 閉眼$"," ",[ni-mīlati＜mīl],,1,80,8,shuihan,zh-hant
9607,niminā,,,nimināti," 交換$",【imper】,,,1,80,6,shuihan,zh-hant
9608,nimināti,,,," 交換$"," ",[BSk. nimināti% niminati],,1,80,8,shuihan,zh-hant
9609,nimināti,,,," 化作$創造$",【cf】,nimmināti,,1,80,8,shuihan,zh-hant
9610,nimineyya,,,nimināti," 交換$",.opt.,,,1,80,9,shuihan,zh-hant
9611,niminitvā,,,nimināti," 交換$",【ger】,,,1,80,9,shuihan,zh-hant
9612,nimisati,,,," 眨眼$"," ",[Sk. nimiṣati＜miṣ],,1,80,8,shuihan,zh-hant
9613,nimissati,,,," 交換$",【fut】,nimināti,,1,80,9,shuihan,zh-hant
9614,nimitta,,,," 相$因相$前兆$瑞兆$徴相$特相$占相$現相$婬相$界標$標識$理由$",n.,,,1,80,7,shuihan,zh-hant
9615,nimittaānusārin,.n:base.,,nimitta+ānusārin," 跟隨相貌徴相(following outward signs)$",_comp_,,,1,80,15,shuihan,zh-hant
9616,nimittagāhin,.n:base.,,nimitta+gāhin," 執取相貌徴相的$",_comp_,,,1,80,12,shuihan,zh-hant
9617,nimittakamma,.n:base.,,nimitta+kamma," 示相業$",_comp_,,,1,80,12,shuihan,zh-hant
9618,nimittakaraṇa,.n:base.,,nimitta+karaṇa," 相因$取相$",_comp_,,,1,80,13,shuihan,zh-hant
9619,nimittakosalla,.n:base.,,nimitta+kosalla," 相善巧$",_comp_,,,1,80,14,shuihan,zh-hant
9620,nimittaṃ,,,," 相$因相$前兆$瑞兆$徴相$特相$占相$現相$婬相$界標$標識$理由$",【acc】,nimitta,,1,80,8,shuihan,zh-hant
9621,nimittamattā,.n:base.,,nimitta+mattā," 少量相貌女$不全形(不完整)女$",_comp_,,,1,80,12,shuihan,zh-hant
9622,nimittena,,,nimitta,,【instr】,,,1,80,9,shuihan,zh-hant
9623,nimmadana,,,," 碎破$磨滅$",n.,[cf. nimmādeti],,1,80,9,shuihan,zh-hant
9624,nimmadaya,,,nimmādeti," 碎破(crush)$缺恥欠恥(丟臉蒙羞$humiliate)$侵害征服(subdue)$",【grd】,,,1,80,9,shuihan,zh-hant
9625,nimmadaya,.adj.,,[nimmādeti 的 grd.]," 能(可$應)被碎破的$",a.,,,1,80,9,shuihan,zh-hant
9626,nimmādeti,,,," 碎破(crush)$缺恥欠恥(丟臉蒙羞$humiliate)$侵害征服(subdue)$"," ",[cf. Sk. nimṛdnāti＜mṛd],,1,80,9,shuihan,zh-hant
9627,nimmakkha,.adj.,,[nir-makkha]," 無覆的$不掩蓋的$無偽善的$",a.,,,1,80,9,shuihan,zh-hant
9628,nimmala,.adj.,,[nir-mala]," 無垢的$淨的$",a.,,,1,80,7,shuihan,zh-hant
9629,nimmaṃsa,.adj.,,[nir-maṃsa]," 無肉的$",a.,,,1,80,8,shuihan,zh-hant
9630,nimmāna,,,," 化作$創造$",【cf】,nimmināti,,1,80,7,shuihan,zh-hant
9631,nimmānan.,.adj.,," nimmināti]"," 化作$創造$",[Sk. nirmāṇa.【cf】,,,1,80,9,shuihan,zh-hant
9632,nimmānan.rati,.n:base.,,nimmāna① n.+rati," 化樂$樂變化$",_comp_,,,1,80,13,shuihan,zh-hant
9633,nimmāniyati,,,," 變得無(傲)慢$謙遜$"," ",[＜nir-māna],,1,80,11,shuihan,zh-hant
9634,nimmanussa,,,," 無男性的事(性質或狀態或情況)(void of men$absence of men)$",n.,[nir-manussa-ya],,1,80,10,shuihan,zh-hant
9635,nimmātar,,,," 化作$創造$",【cf】,nimmināti,,1,80,8,shuihan,zh-hant
9636,nimmātar,.n:base.,.m.,," nimmināti]$化作者$創造者$",m.,[Sk. nirmātṛ.【cf】,,1,80,8,shuihan,zh-hant
9637,nimmathana,,,," n$破碎",【cf】,nimmatheti,,1,80,10,shuihan,zh-hant
9638,nimmatheti,,,," (打)碎$破壞$"," ",[nir-matheti],,1,80,10,shuihan,zh-hant
9639,nimmāya,,,nimmināti," 化作$創造$",【ger】,,,1,80,7,shuihan,zh-hant
9640,nimmīleti,,,," 使閉眼$"," ",[nimīlati 的 caus.],,1,80,9,shuihan,zh-hant
9641,nimmīleti,,,," 使閉眼",【caus】,nimīlati,,1,80,9,shuihan,zh-hant
9642,nimmināti,,,," 化作$創造$"," ",[BSk. nirmiṇoti% nirminoti],,1,80,9,shuihan,zh-hant
9643,nimmināti,,,," 交換$",【cf】,nimināti,,1,80,9,shuihan,zh-hant
9644,nimmini,,,," 交換$",【aor】,nimināti,,1,80,7,shuihan,zh-hant
9645,nimmini,,,," 化作$創造$",【aor】,nimmināti,,1,80,7,shuihan,zh-hant
9646,nimminitvā,,,nimmināti," 化作$創造$",【ger】,,,1,80,10,shuihan,zh-hant
9647,nimmissaṃ,,,,,=," ",,1,80,9,shuihan,zh-hant
9648,nimmissaṃ(nimissaṃ),,,," 交換$",【fut】,nimināti,,1,80,19,shuihan,zh-hant
9649,nimmita,,,nimmināti," 化作$創造$",.pp.,,,1,80,7,shuihan,zh-hant
9650,nimmita,.adj.,,[Sk. nirmita. nimmināti 的 pp.]," 化作的$化人$化神$",a.,,,1,80,7,shuihan,zh-hant
9651,nimmitarūpa,.n:base.,,nimmita+rūpa," 化作色$",_comp_,,,1,80,11,shuihan,zh-hant
9652,nimokkha,.n:base.,.m.,,,m.," ",,1,80,8,shuihan,zh-hant
9653,nimugga,,,nimujjati," 下沈$潛$潛入$",.pp.,,,1,80,7,shuihan,zh-hant
9654,nimugga,.adj.,,[nimujjati 的 pp.]," 已下沈的$已陷入的$已潛入的$",a.,,,1,80,7,shuihan,zh-hant
9655,nimujjā,,,,," "," ",,1,80,7,shuihan,zh-hant
9656,nimujjāpeti,,,," 下沈$潛$潛入$",【caus】,nimujjati,,1,80,11,shuihan,zh-hant
9657,nimujjati,,,," 下沈$潛$潛入$"," ",[Sk. nimajjati＜majj],,1,80,9,shuihan,zh-hant
9658,nimujjeti,,,," 下沈$潛$潛入$",【caus】,nimujjati,,1,80,9,shuihan,zh-hant
9659,nimujji,,,," 下沈$潛$潛入$",【aor】,nimujjati,,1,80,7,shuihan,zh-hant
9660,nindā,.n:base.,.f.,," 毀呰$非難$",f.,,,1,80,5,shuihan,zh-hant
9661,nindanīya,,,nindati," 叱責$非難$",【grd】,,,1,80,9,shuihan,zh-hant
9662,nindati,,,," 叱責$非難$"," ",[〃nid],,1,80,7,shuihan,zh-hant
9663,nindita,,,nindati," 叱責$非難$",.pp.,,,1,80,7,shuihan,zh-hant
9664,nindita,.adj.,,[nindati 的 pp.]," 已被誹謗的$已被非難的$",a.,,,1,80,7,shuihan,zh-hant
9665,nindituṃ,,,nindati," 叱責$非難$",【inf】,,,1,80,8,shuihan,zh-hant
9666,nindiya,,,nindati," 叱責$非難$",【grd】,,,1,80,7,shuihan,zh-hant
9667,nindiya,.adj.,,[Sk. nindya. nindati 的 grd.]," 能(可$應)被非難的$",a.,,,1,80,7,shuihan,zh-hant
9668,ninhāta,,,ninhāti," 洗浴$清洗$",.pp.,,,1,80,7,shuihan,zh-hant
9669,ninhāta,.adj.,,[nis-nahāta]," 已被清洗的(cleansed$purified)$淨的$",a.,,,1,80,7,shuihan,zh-hant
9670,niṇhāta,,,ninhāti," 洗浴$清洗$",.pp.,,,1,80,7,shuihan,zh-hant
9671,niṇhāta,.adj.,,[nis-nahāta]," 已被清洗的(cleansed$purified)$淨的$",a.,,,1,80,7,shuihan,zh-hant
9672,ninhāti,,,," 洗浴$清洗$"," ",[ni-nahāti＜snā],,1,80,7,shuihan,zh-hant
9673,ninhāya,,,ninhāti," 洗浴$清洗$",【ger】,,,1,80,7,shuihan,zh-hant
9674,ninna,.adj.,,[Sk. nimna. ninnata＜ni-nam 的省略嗎?]," 向下(彎腰)的$下凹沉沒的(sunken)$(身體往前)傾斜的$傾向～的$低的(low)$低地(low ground)$",a.,,,1,80,5,shuihan,zh-hant
9675,ninnāda,.n:base.,.m.,," 聲音清澈響亮$廣博音$",m.,[Sk. nināda],,1,80,7,shuihan,zh-hant
9676,ninnādin,.adj.,,[ninnāda-in]," 廣博音(聲音清澈響亮)的$",a.,,,1,80,8,shuihan,zh-hant
9677,ninnaṃ,,,," adv$(在)下方",【acc】,ninna,,1,80,6,shuihan,zh-hant
9678,ninnāmeti,,,," 使向下$吐出(舌)(put out (the tongue))$"," ",[ni-namati 的 caus.],,1,80,9,shuihan,zh-hant
9679,ninnāmin,.adj.,,[ninnāma-in]," 已向下(彎腰)的(bending downwards)$已(身體往前)傾斜的$",a.,,,1,80,8,shuihan,zh-hant
9680,ninnetar,.n:base.,.m.,,,m.," ",,1,80,8,shuihan,zh-hant
9681,ninneti,,,," 導出(lead away)$淨除$排水(使變乾)$"," ",[Sk. ninayati. ni-nayati＜nī],,1,80,7,shuihan,zh-hant
9682,ninnīta,,,ninneti," 導出(lead away)$淨除$排水(使變乾)$",.pp.,,,1,80,7,shuihan,zh-hant
9683,ninnīta,.adj.,,[ninneti 的 pp.]," 已導出的$已淨除的$已排水(變乾)的$",a.,,,1,80,7,shuihan,zh-hant
9684,nīpa,.n:base.,.m.,," nīpa(樹)$無憂樹的一種$",m.,,,1,80,4,shuihan,zh-hant
9685,nipacca,,,nipatati," 倒$倒禮$[五體投地]$集合$",【ger】,,,1,80,7,shuihan,zh-hant
9686,nipaccākāra,,,," m$五體投地$臥(地)的行相$"," ",[nipacca-ākāra],,1,80,11,shuihan,zh-hant
9687,nipacca-vādin,.n:base.,.m.,,,m.," ",,1,80,13,shuihan,zh-hant
9688,nipajja,,,nipajjati," 偃臥$橫臥$",【ger】,,,1,80,7,shuihan,zh-hant
9689,nipajjāpeti,,,," 偃臥$橫臥$",【caus】,nipajjati,,1,80,11,shuihan,zh-hant
9690,nipajjati,,,," 偃臥$橫臥$"," ",[Sk. nipadyate＜ni-pad],,1,80,9,shuihan,zh-hant
